system,participant_id,src_ref,cmn_sample,other_sample,other_accent,diff_XCOMET-QE,diff_MetricX-QE,diff_LinguaPy,diff_XCOMET-QE-Strict,diff_MetricX-QE-Strict
aya_owsm4.0-ctc,005,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,267,272,WHN,0.349556028842926,-9.524356842041016,0,0.349556028842926,-9.524356842041016
aya_seamlessm4t,005,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,267,272,WHN,0.15554702281951904,-1.0222742557525635,0,0.15554702281951904,-1.0222742557525635
aya_whisper,005,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,267,272,WHN,0.10795724391937256,-1.5108096599578857,0,0.10795724391937256,-1.5108096599578857
gemma_owsm4.0-ctc,005,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,267,272,WHN,0.47495852410793304,-21.006915807724,0,0.47495852410793304,-21.006915807724
gemma_seamlessm4t,005,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,267,272,WHN,0.07564300298690796,-1.0412850379943848,0,0.07564300298690796,-1.0412850379943848
gemma_whisper,005,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,267,272,WHN,0.6110669262707233,-7.469987154006958,0,0.6110669262707233,-7.469987154006958
tower_canary-v2,005,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,267,272,WHN,0.033429503440856934,-0.04201030731201172,100,-0.19965887069702148,17.931599617004395
tower_owsm4.0-ctc,005,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,267,272,WHN,0.5060881078243256,-19.1412353515625,0,0.5060881078243256,-19.1412353515625
tower_seamlessm4t,005,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,267,272,WHN,0.011298179626464844,-0.06847858428955078,0,0.011298179626464844,-0.06847858428955078
tower_whisper,005,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,267,272,WHN,0.2668379545211792,-0.8328919410705566,0,0.2668379545211792,-0.8328919410705566
qwen2audio-7b,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.0280158668756485,-7.305505752563477,-100,0.22291117906570435,-8.551862716674805
phi4multimodal,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.024268001317977905,-5.667059898376465,0,0.024268001317977905,-5.667059898376465
desta2-8b,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.09662343561649323,-4.076327323913574,0,0.09662343561649323,-4.076327323913574
voxtral-small-24b,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,-0.2275985237210989,-7.365508556365967,-100,-0.007746284827589989,-21.9981951713562
canary-v2,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.10622629523277283,-7.0149688720703125,100,-0.14015445113182068,10.946507453918457
whisper,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.21291564404964447,-4.517373085021973,0,0.0,0.0
seamlessm4t,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.05470149219036102,0.8426971435546875,0,0.05470149219036102,0.8426971435546875
owsm4.0-ctc,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.010545283555984497,-2.5709095001220703,0,0.010545283555984497,-2.5709095001220703
aya_canary-v2,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,-0.11115653067827225,-11.373456954956055,0,-0.11115653067827225,-11.373456954956055
aya_owsm4.0-ctc,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.1622808277606964,3.1504077911376953,0,0.1622808277606964,3.1504077911376953
aya_seamlessm4t,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.2605397552251816,0.108551025390625,0,0.2605397552251816,0.108551025390625
aya_whisper,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.2834894061088562,3.689981460571289,0,0.2834894061088562,3.689981460571289
gemma_owsm4.0-ctc,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.1656462699174881,-11.294428825378418,0,0.1656462699174881,-11.294428825378418
gemma_seamlessm4t,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.20415014028549194,-7.139564514160156,0,0.20415014028549194,-7.139564514160156
gemma_whisper,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.04922369122505188,-0.2988929748535156,0,0.04922369122505188,-0.2988929748535156
tower_canary-v2,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.0029587596654891968,-13.988380908966064,-100,0.202223539352417,-17.770575046539307
tower_owsm4.0-ctc,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.1963074952363968,-11.670284271240234,0,0.1963074952363968,-11.670284271240234
tower_seamlessm4t,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.23103442788124084,1.545186996459961,0,0.23103442788124084,1.545186996459961
tower_whisper,005,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,269,274,WHN,0.22979067265987396,-8.93087100982666,0,0.22979067265987396,-8.93087100982666
qwen2audio-7b,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,0.48949404060840607,-1.8372647762298584,0,0.48949404060840607,-1.8372647762298584
phi4multimodal,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,0.5897361785173416,-19.204567909240723,0,0.5897361785173416,-19.204567909240723
desta2-8b,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,0.0016910433769226074,-19.337005138397217,0,0.0016910433769226074,-19.337005138397217
voxtral-small-24b,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,0.013718366622924805,-0.6899755001068115,0,0.013718366622924805,-0.6899755001068115
canary-v2,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,-0.015802815556526184,16.99483633041382,0,-0.015802815556526184,16.99483633041382
whisper,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,0.20403707027435303,-11.976181030273438,0,0.20403707027435303,-11.976181030273438
seamlessm4t,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,-0.12681874632835388,-11.542926788330078,0,-0.12681874632835388,-11.542926788330078
owsm4.0-ctc,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,-0.1932034008204937,-4.253387451171875,100,-0.2050229012966156,0.0
aya_canary-v2,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,-0.2167362777981907,-2.1404953002929688,0,-0.2167362777981907,-2.1404953002929688
aya_owsm4.0-ctc,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,0.4164348840713501,-21.59616255760193,0,0.4164348840713501,-21.59616255760193
aya_seamlessm4t,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,0.4579125940799713,-17.308769702911377,0,0.4579125940799713,-17.308769702911377
aya_whisper,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,0.5284750163555145,-21.392081260681152,0,0.5284750163555145,-21.392081260681152
gemma_owsm4.0-ctc,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,-0.12077008187770844,-20.132720947265625,0,-0.12077008187770844,-20.132720947265625
gemma_seamlessm4t,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,0.4517054408788681,-19.514530420303345,0,0.4517054408788681,-19.514530420303345
gemma_whisper,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,0.26192112267017365,-21.17547297477722,0,0.26192112267017365,-21.17547297477722
tower_canary-v2,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,-0.03755737841129303,0.5141792297363281,0,-0.03755737841129303,0.5141792297363281
tower_owsm4.0-ctc,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,0.4975799173116684,-21.273683309555054,0,0.4975799173116684,-21.273683309555054
tower_seamlessm4t,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,0.498958483338356,-18.967408657073975,0,0.498958483338356,-18.967408657073975
tower_whisper,006,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,200,204,TYN,0.27182070910930634,-19.93887996673584,0,0.27182070910930634,-19.93887996673584
qwen2audio-7b,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,0.0015845894813537598,-13.47521162033081,0,0.0015845894813537598,-13.47521162033081
phi4multimodal,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,-0.005768626928329468,-13.069829940795898,0,-0.005768626928329468,-13.069829940795898
desta2-8b,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,0.032762572169303894,-6.6317548751831055,0,0.032762572169303894,-6.6317548751831055
voxtral-small-24b,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,0.0087384432554245,-21.17186951637268,0,0.0087384432554245,-21.17186951637268
canary-v2,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,-0.23380374908447266,8.238968849182129,-100,0.11753076314926147,-4.834871292114258
whisper,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,0.06868919730186462,-0.9972610473632812,0,0.06868919730186462,-0.9972610473632812
seamlessm4t,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,0.0024368464946746826,5.401222229003906,0,0.0024368464946746826,5.401222229003906
owsm4.0-ctc,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,0.013213515281677246,-2.5268020629882812,0,0.013213515281677246,-2.5268020629882812
aya_canary-v2,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,-0.006562665104866028,5.396066665649414,0,-0.006562665104866028,5.396066665649414
aya_owsm4.0-ctc,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,0.31072798371315,-1.6340770721435547,0,0.31072798371315,-1.6340770721435547
aya_seamlessm4t,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,-0.07477274537086487,-2.9122676849365234,0,-0.07477274537086487,-2.9122676849365234
aya_whisper,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,0.3392239511013031,-10.959360122680664,0,0.3392239511013031,-10.959360122680664
gemma_owsm4.0-ctc,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,0.15588916838169098,-11.560489654541016,0,0.15588916838169098,-11.560489654541016
gemma_seamlessm4t,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,0.021550253033638,-2.6761951446533203,0,0.021550253033638,-2.6761951446533203
gemma_whisper,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,0.00880613923072815,-4.784027099609375,0,0.00880613923072815,-4.784027099609375
tower_canary-v2,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,-0.12963317334651947,6.1696929931640625,-100,0.2143012434244156,-5.780662536621094
tower_owsm4.0-ctc,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,0.15991146862506866,0.12955284118652344,0,0.15991146862506866,0.12955284118652344
tower_seamlessm4t,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,0.08533914387226105,-13.132282257080078,0,0.08533914387226105,-13.132282257080078
tower_whisper,006,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,201,206,TYN,0.12056270241737366,-7.114469528198242,0,0.12056270241737366,-7.114469528198242
qwen2audio-7b,007,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,317,322,XIA,-0.006312668323516846,-0.9570558071136475,0,-0.006312668323516846,-0.9570558071136475
phi4multimodal,007,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,317,322,XIA,0.1818791627883911,-3.2626070976257324,0,0.1818791627883911,-3.2626070976257324
desta2-8b,007,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,317,322,XIA,0.014183863997459412,-19.475104808807373,0,0.014183863997459412,-19.475104808807373
voxtral-small-24b,007,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,317,322,XIA,-0.014291942119598389,-0.11719489097595215,0,-0.014291942119598389,-0.11719489097595215
canary-v2,007,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,317,322,XIA,-0.010040730237960815,11.929084777832031,0,0.0,0.0
whisper,007,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,317,322,XIA,0.09604941308498383,-11.632994651794434,0,0.09604941308498383,-11.632994651794434
